Station Code,Station Name,Latitude,Longitude,Data Center(s)
RBDC6,Raspberry Shake Citizen Science Station,42.0182,-86.498,RASPISHAKE
RBDCC,Raspberry Shake Citizen Science Station,-19.792,30.0071,RASPISHAKE
RBDCF,Raspberry Shake Citizen Science Station,63.9818,-22.3848,RASPISHAKE
RBDD8,Raspberry Shake Citizen Science Station,52.2573,-113.772,RASPISHAKE
RBDF4,Raspberry Shake Citizen Science Station,58.3998,-134.6013,RASPISHAKE
RBE0A,Raspberry Shake Citizen Science Station,54.0961,9.0696,RASPISHAKE
RBE15,Raspberry Shake Citizen Science Station,46.8693,15.4017,RASPISHAKE
RBE19,Raspberry Shake Citizen Science Station,27.6514,85.303,RASPISHAKE
RBE1A,Raspberry Shake Citizen Science Station,20.4477,-100.4267,RASPISHAKE
RBE37,Raspberry Shake Citizen Science Station,41.5847,-81.0806,RASPISHAKE
RBE3F,Raspberry Shake Citizen Science Station,54.6831,-1.234,RASPISHAKE
RBE46,Raspberry Shake Citizen Science Station,35.9659,-97.2179,RASPISHAKE
RBE49,Raspberry Shake Citizen Science Station,41.3933,2.1619,RASPISHAKE
RBE4C,Raspberry Shake Citizen Science Station,41.1743,-111.9897,RASPISHAKE
RBE6A,Raspberry Shake Citizen Science Station,54.5853,-5.9389,RASPISHAKE
RBE6D,Raspberry Shake Citizen Science Station,-42.8507,147.4209,RASPISHAKE
RBE98,Raspberry Shake Citizen Science Station,38.697,-77.8059,RASPISHAKE
RBE9C,Raspberry Shake Citizen Science Station,37.7737,-122.41,RASPISHAKE
RBEA3,Raspberry Shake Citizen Science Station,-33.8388,18.6459,RASPISHAKE
RBEC2,Raspberry Shake Citizen Science Station,52.6593,-0.6679,RASPISHAKE
RBECC,Raspberry Shake Citizen Science Station,35.6967,139.6984,RASPISHAKE
RBED8,Raspberry Shake Citizen Science Station,37.5963,-122.0696,RASPISHAKE
RBEE5,Raspberry Shake Citizen Science Station,41.7397,-93.6314,RASPISHAKE
RBEF9,Raspberry Shake Citizen Science Station,28.5999,77.2964,RASPISHAKE
RBF0E,Raspberry Shake Citizen Science Station,59.9536,10.6931,RASPISHAKE
RBF1E,Raspberry Shake Citizen Science Station,-36.9224,174.9254,RASPISHAKE
RBF36,Raspberry Shake Citizen Science Station,-9.4483,-37.8365,RASPISHAKE
RBF42,Raspberry Shake Citizen Science Station,32.9259,-96.4671,RASPISHAKE
RBF59,Raspberry Shake Citizen Science Station,52.2318,4.5221,RASPISHAKE
RBF6B,Raspberry Shake Citizen Science Station,49.7377,-123.1139,RASPISHAKE
RBF75,Raspberry Shake Citizen Science Station,52.6411,13.3102,RASPISHAKE
RBF7E,Raspberry Shake Citizen Science Station,34.2006,-118.1435,RASPISHAKE
RBFA3,Raspberry Shake Citizen Science Station,-24.5111,27.2832,RASPISHAKE
RBFB5,Raspberry Shake Citizen Science Station,44.3476,26.0281,RASPISHAKE
RBFB7,Raspberry Shake Citizen Science Station,8.7648,-82.4434,RASPISHAKE
RBFC6,Raspberry Shake Citizen Science Station,44.4673,26.0797,RASPISHAKE
RBFD5,Raspberry Shake Citizen Science Station,48.5908,2.2602,RASPISHAKE
RBFF6,Raspberry Shake Citizen Science Station,19.3294,-99.1781,RASPISHAKE
RC017,Raspberry Shake Citizen Science Station,50.1296,8.5214,RASPISHAKE
RC01C,Raspberry Shake Citizen Science Station,45.9412,13.0466,RASPISHAKE
RC052,Raspberry Shake Citizen Science Station,33.6688,-117.2054,RASPISHAKE
RC069,Raspberry Shake Citizen Science Station,44.7361,-93.3087,RASPISHAKE
RC071,Raspberry Shake Citizen Science Station,14.3325,101.3134,RASPISHAKE
RC07B,Raspberry Shake Citizen Science Station,-40.8512,175.0377,RASPISHAKE
RC085,Raspberry Shake Citizen Science Station,40.1996,-8.4453,RASPISHAKE
RC099,Raspberry Shake Citizen Science Station,44.8465,-91.9307,RASPISHAKE
RC0B6,Raspberry Shake Citizen Science Station,51.5722,0.5527,RASPISHAKE
RC0C5,Raspberry Shake Citizen Science Station,55.6881,12.5818,RASPISHAKE
RC0D5,Raspberry Shake Citizen Science Station,46.51,6.63,RASPISHAKE
RC0D7,Raspberry Shake Citizen Science Station,20.6874,-99.8048,RASPISHAKE
RC0D8,Raspberry Shake Citizen Science Station,40.0906,-105.1849,RASPISHAKE
RC121,Raspberry Shake Citizen Science Station,50.0407,14.4757,RASPISHAKE
RC131,Raspberry Shake Citizen Science Station,78.2204,15.6498,RASPISHAKE
RC13E,Raspberry Shake Citizen Science Station,15.239,-61.324,RASPISHAKE
RC144,Raspberry Shake Citizen Science Station,-43.65,172.8367,RASPISHAKE
RC14C,Raspberry Shake Citizen Science Station,52.619,1.246,RASPISHAKE
RC14F,Raspberry Shake Citizen Science Station,51.3792,-0.3917,RASPISHAKE
RC155,Raspberry Shake Citizen Science Station,47.6526,8.547,RASPISHAKE
RC15A,Raspberry Shake Citizen Science Station,31.9476,34.8305,RASPISHAKE
RC170,Raspberry Shake Citizen Science Station,20.6778,105.2181,RASPISHAKE
RC176,Raspberry Shake Citizen Science Station,34.8073,-87.6831,RASPISHAKE
RC188,Raspberry Shake Citizen Science Station,51.3311,1.4164,RASPISHAKE
RC19D,Raspberry Shake Citizen Science Station,36.1538,-95.9419,RASPISHAKE
RC1A6,Raspberry Shake Citizen Science Station,29.7155,-95.3811,RASPISHAKE
RC1DA,Raspberry Shake Citizen Science Station,52.4242,9.4646,RASPISHAKE
RC1F1,Raspberry Shake Citizen Science Station,45.9278,12.84,RASPISHAKE
RC1F7,Raspberry Shake Citizen Science Station,34.0755,134.3914,RASPISHAKE
RC204,Raspberry Shake Citizen Science Station,51.0795,-114.1295,RASPISHAKE
RC20A,Raspberry Shake Citizen Science Station,30.1594,-96.4066,RASPISHAKE
RC229,Raspberry Shake Citizen Science Station,53.2648,-6.237,RASPISHAKE
RC235,Raspberry Shake Citizen Science Station,34.1347,-118.0216,RASPISHAKE
RC23F,Raspberry Shake Citizen Science Station,38.6909,-121.1355,RASPISHAKE
RC24A,Raspberry Shake Citizen Science Station,45.1979,5.7724,RASPISHAKE
RC27C,Raspberry Shake Citizen Science Station,41.9713,21.4346,RASPISHAKE
RC282,Raspberry Shake Citizen Science Station,-6.2531,106.7815,RASPISHAKE
RC288,Raspberry Shake Citizen Science Station,55.6066,13.0153,RASPISHAKE
RC28B,Raspberry Shake Citizen Science Station,44.305,-121.1883,RASPISHAKE
RC2BD,Raspberry Shake Citizen Science Station,62.1831,-6.7561,RASPISHAKE
RC2BF,Raspberry Shake Citizen Science Station,48.484,-123.375,RASPISHAKE
RC2C6,Raspberry Shake Citizen Science Station,53.4037,-3.1608,RASPISHAKE
RC2D2,Raspberry Shake Citizen Science Station,33.3249,-111.9855,RASPISHAKE
RC2EF,Raspberry Shake Citizen Science Station,43.3108,-0.3661,RASPISHAKE
RC304,Raspberry Shake Citizen Science Station,27.8301,-82.6121,RASPISHAKE
RC305,Raspberry Shake Citizen Science Station,48.1829,11.576,RASPISHAKE
RC30C,Raspberry Shake Citizen Science Station,4.6497,-74.075,RASPISHAKE
RC342,Raspberry Shake Citizen Science Station,52.3728,12.9234,RASPISHAKE
RC345,Raspberry Shake Citizen Science Station,40.486,-88.9612,RASPISHAKE
RC35B,Raspberry Shake Citizen Science Station,38.2899,-85.4906,RASPISHAKE
RC364,Raspberry Shake Citizen Science Station,36.3953,-97.8993,RASPISHAKE
RC367,Raspberry Shake Citizen Science Station,48.511,7.6492,RASPISHAKE
RC373,Raspberry Shake Citizen Science Station,45.8491,9.3971,RASPISHAKE
RC383,Raspberry Shake Citizen Science Station,20.6829,-105.2488,RASPISHAKE
RC3E5,Raspberry Shake Citizen Science Station,52.6592,4.7621,RASPISHAKE
RC3FE,Raspberry Shake Citizen Science Station,35.4056,-96.9028,RASPISHAKE
RC421,Raspberry Shake Citizen Science Station,29.5845,-98.4262,RASPISHAKE
RC43F,Raspberry Shake Citizen Science Station,54.1077,-9.1547,RASPISHAKE
RC462,Raspberry Shake Citizen Science Station,34.6914,-112.2366,RASPISHAKE
RC474,Raspberry Shake Citizen Science Station,43.221,-75.4079,RASPISHAKE
RC4AC,Raspberry Shake Citizen Science Station,21.3253,-158.0759,RASPISHAKE
RC4B6,Raspberry Shake Citizen Science Station,39,115,RASPISHAKE
RC4D7,Raspberry Shake Citizen Science Station,36.8869,-121.831,RASPISHAKE
RC4FB,Raspberry Shake Citizen Science Station,51.3443,9.0803,RASPISHAKE
RC509,Raspberry Shake Citizen Science Station,35.5991,-97.6416,RASPISHAKE
RC515,Raspberry Shake Citizen Science Station,48.6083,7.8002,RASPISHAKE
RC529,Raspberry Shake Citizen Science Station,35.9683,-114.8239,RASPISHAKE
RC53B,Raspberry Shake Citizen Science Station,28.4515,-80.6766,RASPISHAKE
RC54F,Raspberry Shake Citizen Science Station,52.6706,-0.7301,RASPISHAKE
RC55B,Raspberry Shake Citizen Science Station,41.3197,69.1992,RASPISHAKE
RC574,Raspberry Shake Citizen Science Station,40.7298,23.0008,RASPISHAKE
RC57A,Raspberry Shake Citizen Science Station,25.9991,-80.3462,RASPISHAKE
RC583,Raspberry Shake Citizen Science Station,47.6931,-122.2015,RASPISHAKE
RC586,Raspberry Shake Citizen Science Station,-38.6896,176.0863,RASPISHAKE
RC59E,Raspberry Shake Citizen Science Station,58.2126,-6.3718,RASPISHAKE
RC5C2,Raspberry Shake Citizen Science Station,44.0543,-79.498,RASPISHAKE
RC5DA,Raspberry Shake Citizen Science Station,-12.0134,-77.0508,RASPISHAKE
RC5F0,Raspberry Shake Citizen Science Station,33.5806,-111.8369,RASPISHAKE
RC5F1,Raspberry Shake Citizen Science Station,52.6,-0.73,RASPISHAKE
RC628,Raspberry Shake Citizen Science Station,8.5998,-82.5846,RASPISHAKE
RC651,Raspberry Shake Citizen Science Station,6.2649,-75.5666,RASPISHAKE
RC653,Raspberry Shake Citizen Science Station,43.1888,-0.1149,RASPISHAKE
RC662,Raspberry Shake Citizen Science Station,35.6676,-98.7914,RASPISHAKE
RC684,Raspberry Shake Citizen Science Station,34.1731,-118.4,RASPISHAKE
RC6A2,Raspberry Shake Citizen Science Station,49.2823,-122.7937,RASPISHAKE
RC6D0,Raspberry Shake Citizen Science Station,28.607,77.294,RASPISHAKE
RC713,Raspberry Shake Citizen Science Station,14.0702,-87.1707,RASPISHAKE
RC740,Raspberry Shake Citizen Science Station,26.2717,127.7733,RASPISHAKE
RC74A,Raspberry Shake Citizen Science Station,-38.6895,176.0863,RASPISHAKE
RC74C,Raspberry Shake Citizen Science Station,-32.0085,141.4686,RASPISHAKE
RC75F,Raspberry Shake Citizen Science Station,49.2936,-122.8542,RASPISHAKE
RC766,Raspberry Shake Citizen Science Station,37.6253,-118.9804,RASPISHAKE
RC78F,Raspberry Shake Citizen Science Station,-17.5321,-149.477,RASPISHAKE
RC79E,Raspberry Shake Citizen Science Station,36.3129,-115.192,RASPISHAKE
RC7A2,Raspberry Shake Citizen Science Station,35.5744,-120.7073,RASPISHAKE
RC7AD,Raspberry Shake Citizen Science Station,58.7058,22.525,RASPISHAKE
RC7D1,Raspberry Shake Citizen Science Station,38.7888,-77.2337,RASPISHAKE
RC7D3,Raspberry Shake Citizen Science Station,45.6326,-122.5873,RASPISHAKE
RC7D6,Raspberry Shake Citizen Science Station,41.5573,-71.5106,RASPISHAKE
RC7DF,Raspberry Shake Citizen Science Station,44.2116,5.0863,RASPISHAKE
RC7FC,Raspberry Shake Citizen Science Station,43.756,10.543,RASPISHAKE
RC847,Raspberry Shake Citizen Science Station,47.9042,1.8942,RASPISHAKE
RC848,Raspberry Shake Citizen Science Station,52.6523,-0.6252,RASPISHAKE
RC855,Raspberry Shake Citizen Science Station,51.8344,5.8202,RASPISHAKE
RC85E,Raspberry Shake Citizen Science Station,43.5624,1.4789,RASPISHAKE
RC861,Raspberry Shake Citizen Science Station,37.3501,-121.9998,RASPISHAKE
RC865,Raspberry Shake Citizen Science Station,37.7061,-121.4287,RASPISHAKE
RC867,Raspberry Shake Citizen Science Station,29.5498,-95.7117,RASPISHAKE
RC879,Raspberry Shake Citizen Science Station,36.5814,-121.9082,RASPISHAKE
RC883,Raspberry Shake Citizen Science Station,51.2113,-0.3301,RASPISHAKE
RC893,Raspberry Shake Citizen Science Station,44.4502,-64.3851,RASPISHAKE
RC8A7,Raspberry Shake Citizen Science Station,35.2107,-97.44,RASPISHAKE
RC8AB,Raspberry Shake Citizen Science Station,34.8074,-87.6831,RASPISHAKE
RC8CD,Raspberry Shake Citizen Science Station,51.4836,-0.0209,RASPISHAKE
RC939,Raspberry Shake Citizen Science Station,34.1445,-85.2951,RASPISHAKE
RC93C,Raspberry Shake Citizen Science Station,45.4295,-122.6848,RASPISHAKE
RC951,Raspberry Shake Citizen Science Station,27.9741,84.2743,RASPISHAKE
RC960,Raspberry Shake Citizen Science Station,28.5139,-80.6429,RASPISHAKE
RC96A,Raspberry Shake Citizen Science Station,43.5747,-116.5998,RASPISHAKE
RC974,Raspberry Shake Citizen Science Station,22.3738,114.2597,RASPISHAKE
RC98A,Raspberry Shake Citizen Science Station,43.8119,-111.7747,RASPISHAKE
RC98E,Raspberry Shake Citizen Science Station,43.5191,-116.5378,RASPISHAKE
RC98F,Raspberry Shake Citizen Science Station,-37.3772,143.9062,RASPISHAKE
RC994,Raspberry Shake Citizen Science Station,42.5568,-71.8238,RASPISHAKE
RC99D,Raspberry Shake Citizen Science Station,64.9065,-147.5898,RASPISHAKE
RC9AA,Raspberry Shake Citizen Science Station,42.0292,-93.6463,RASPISHAKE
RC9AD,Raspberry Shake Citizen Science Station,23.0775,-109.6818,RASPISHAKE
RC9DD,Raspberry Shake Citizen Science Station,29.7911,-95.5704,RASPISHAKE
RC9EB,Raspberry Shake Citizen Science Station,14.1221,-87.2264,RASPISHAKE
RC9F1,Raspberry Shake Citizen Science Station,23.8165,86.4274,RASPISHAKE
RCA00,Raspberry Shake Citizen Science Station,49.4756,5.5446,RASPISHAKE
RCA0E,Raspberry Shake Citizen Science Station,33.8126,-118.1163,RASPISHAKE
RCA25,Raspberry Shake Citizen Science Station,49.662,8.4443,RASPISHAKE
RCA2F,Raspberry Shake Citizen Science Station,51.4836,-0.0209,RASPISHAKE
RCA35,Raspberry Shake Citizen Science Station,45.2665,11.0125,RASPISHAKE
RCA40,Raspberry Shake Citizen Science Station,39.303,-120.51,RASPISHAKE
RCA44,Raspberry Shake Citizen Science Station,32.953,-80.1783,RASPISHAKE
RCA97,Raspberry Shake Citizen Science Station,45.184,5.7208,RASPISHAKE
RCAB1,Raspberry Shake Citizen Science Station,39.2353,-106.0912,RASPISHAKE
RCAB8,Raspberry Shake Citizen Science Station,34.2087,-97.1301,RASPISHAKE
RCABA,Raspberry Shake Citizen Science Station,51.4836,-0.0209,RASPISHAKE
RCABB,Raspberry Shake Citizen Science Station,60.7349,11.54,RASPISHAKE
RCABD,Raspberry Shake Citizen Science Station,42.3848,-71.3218,RASPISHAKE
RCB03,Raspberry Shake Citizen Science Station,37.7045,-122.4681,RASPISHAKE
RCB10,Raspberry Shake Citizen Science Station,39.125,-77.2646,RASPISHAKE
RCB14,Raspberry Shake Citizen Science Station,37.8757,-122.2526,RASPISHAKE
RCB2B,Raspberry Shake Citizen Science Station,47.5779,8.9454,RASPISHAKE
RCB43,Raspberry Shake Citizen Science Station,42.697,-73.201,RASPISHAKE
RCB48,Raspberry Shake Citizen Science Station,43.5802,-116.3354,RASPISHAKE
RCB56,Raspberry Shake Citizen Science Station,33.57,-101.92,RASPISHAKE
RCB78,Raspberry Shake Citizen Science Station,40.7663,-74.2633,RASPISHAKE
RCB8B,Raspberry Shake Citizen Science Station,30.4404,-84.2834,RASPISHAKE
RCB92,Raspberry Shake Citizen Science Station,50.2353,-5.1211,RASPISHAKE
RCBAA,Raspberry Shake Citizen Science Station,47.7949,-122.3422,RASPISHAKE
RCBC9,Raspberry Shake Citizen Science Station,39.0116,-76.8785,RASPISHAKE
RCBD9,Raspberry Shake Citizen Science Station,-6.8764,107.5884,RASPISHAKE
RCBF0,Raspberry Shake Citizen Science Station,-12.7984,45.2748,RASPISHAKE
RCC0F,Raspberry Shake Citizen Science Station,37.3365,127.1159,RASPISHAKE
RCC41,Raspberry Shake Citizen Science Station,27,-95,RASPISHAKE
RCC45,Raspberry Shake Citizen Science Station,51.3713,-0.0811,RASPISHAKE
RCC4D,Raspberry Shake Citizen Science Station,47.5672,-122.3983,RASPISHAKE
RCC5F,Raspberry Shake Citizen Science Station,10.3443,-67.0266,RASPISHAKE
RCC68,Raspberry Shake Citizen Science Station,6.2589,-75.5885,RASPISHAKE
RCC6E,Raspberry Shake Citizen Science Station,25.9445,-80.3311,RASPISHAKE
RCC84,Raspberry Shake Citizen Science Station,33.5243,-112.0509,RASPISHAKE
RCC8B,Raspberry Shake Citizen Science Station,35.3218,139.1068,RASPISHAKE
RCC8F,Raspberry Shake Citizen Science Station,33.9319,-84.3271,RASPISHAKE
RCC91,Raspberry Shake Citizen Science Station,59.4722,18.3106,RASPISHAKE
RCC9B,Raspberry Shake Citizen Science Station,44.3478,26.0283,RASPISHAKE
RCCA9,Raspberry Shake Citizen Science Station,34.1357,-116.3818,RASPISHAKE
RCCB4,Raspberry Shake Citizen Science Station,51.3079,13.0025,RASPISHAKE
RCCC1,Raspberry Shake Citizen Science Station,45.0378,7.626,RASPISHAKE
RCCC4,Raspberry Shake Citizen Science Station,50.3348,11.6991,RASPISHAKE
RCCCC,Raspberry Shake Citizen Science Station,28.0386,82.8788,RASPISHAKE
RCCD1,Raspberry Shake Citizen Science Station,17.998,-66.6192,RASPISHAKE
RCCD5,Raspberry Shake Citizen Science Station,59.6825,-151.6619,RASPISHAKE
RCCE4,Raspberry Shake Citizen Science Station,40.699,-75.1407,RASPISHAKE
RCCE6,Raspberry Shake Citizen Science Station,-31.278,149.2869,RASPISHAKE
RCCF0,Raspberry Shake Citizen Science Station,39.1623,-8.7959,RASPISHAKE
RCCF4,Raspberry Shake Citizen Science Station,34.229,-96.6617,RASPISHAKE
RCD01,Raspberry Shake Citizen Science Station,64.8343,-147.7989,RASPISHAKE
RCD03,Raspberry Shake Citizen Science Station,38.8986,-77.1853,RASPISHAKE
RCD29,Raspberry Shake Citizen Science Station,28.0604,-82.4161,RASPISHAKE
RCD35,Raspberry Shake Citizen Science Station,13.8207,100.453,RASPISHAKE
RCD56,Raspberry Shake Citizen Science Station,33.4675,-96.7099,RASPISHAKE
RCD57,Raspberry Shake Citizen Science Station,42.6504,-71.1419,RASPISHAKE
RCD60,Raspberry Shake Citizen Science Station,-43.6435,172.4947,RASPISHAKE
RCD89,Raspberry Shake Citizen Science Station,42.7582,2.7554,RASPISHAKE
RCDAD,Raspberry Shake Citizen Science Station,-36.4835,174.6818,RASPISHAKE
RCDB4,Raspberry Shake Citizen Science Station,-35.3433,149.1583,RASPISHAKE
RCDB6,Raspberry Shake Citizen Science Station,46.2,9,RASPISHAKE
RCDB7,Raspberry Shake Citizen Science Station,25.7385,32.6008,RASPISHAKE
RCDB8,Raspberry Shake Citizen Science Station,35.18,-106.54,RASPISHAKE
RCDC4,Raspberry Shake Citizen Science Station,-36.7819,174.7004,RASPISHAKE
RCDDE,Raspberry Shake Citizen Science Station,47.6577,7.3464,RASPISHAKE
RCDEE,Raspberry Shake Citizen Science Station,52.749,4.7782,RASPISHAKE
RCDFA,Raspberry Shake Citizen Science Station,41.5238,-70.6651,RASPISHAKE
RCDFD,Raspberry Shake Citizen Science Station,35.1985,-97.4049,RASPISHAKE
RCE1C,Raspberry Shake Citizen Science Station,47.8888,11.7678,RASPISHAKE
RCE1F,Raspberry Shake Citizen Science Station,18.5506,-72.2847,RASPISHAKE
RCE2E,Raspberry Shake Citizen Science Station,-18.5796,29.2838,RASPISHAKE
RCE32,Raspberry Shake Citizen Science Station,28.059,-82.4012,RASPISHAKE
RCE3F,Raspberry Shake Citizen Science Station,39.4932,-74.529,RASPISHAKE
RCE69,Raspberry Shake Citizen Science Station,53.6402,-2.4943,RASPISHAKE
RCEA5,Raspberry Shake Citizen Science Station,33.5369,-117.6352,RASPISHAKE
RCEAA,Raspberry Shake Citizen Science Station,39.7512,-105.2193,RASPISHAKE
RCEAB,Raspberry Shake Citizen Science Station,49.8759,6.2129,RASPISHAKE
RCECA,Raspberry Shake Citizen Science Station,40.1724,-82.9824,RASPISHAKE
RCED4,Raspberry Shake Citizen Science Station,1.3926,103.9034,RASPISHAKE
RCF25,Raspberry Shake Citizen Science Station,-32.8,-56.509,RASPISHAKE
RCF38,Raspberry Shake Citizen Science Station,52.6515,-0.6377,RASPISHAKE
RCF46,Raspberry Shake Citizen Science Station,39.154,-76.4792,RASPISHAKE
RCF53,Raspberry Shake Citizen Science Station,35.6834,-97.4986,RASPISHAKE
RCF56,Raspberry Shake Citizen Science Station,-9.9232,-76.2373,RASPISHAKE
RCF63,Raspberry Shake Citizen Science Station,46.3416,15.9705,RASPISHAKE
RCF91,Raspberry Shake Citizen Science Station,70.1338,-143.6743,RASPISHAKE
RCFAB,Raspberry Shake Citizen Science Station,-6.1552,106.8413,RASPISHAKE
RCFAD,Raspberry Shake Citizen Science Station,36.343,-89.3093,RASPISHAKE
RCFC3,Raspberry Shake Citizen Science Station,8.74,-82.9483,RASPISHAKE
RCFC6,Raspberry Shake Citizen Science Station,49.9107,8.6464,RASPISHAKE
RCFEC,Raspberry Shake Citizen Science Station,40.9375,-98.4044,RASPISHAKE
RD002,Raspberry Shake Citizen Science Station,53.3412,-6.2495,RASPISHAKE
RD014,Raspberry Shake Citizen Science Station,8.7824,-82.6394,RASPISHAKE
RD035,Raspberry Shake Citizen Science Station,48.2696,7.4061,RASPISHAKE
RD066,Raspberry Shake Citizen Science Station,45.4653,-122.8783,RASPISHAKE
RD07C,Raspberry Shake Citizen Science Station,20.7038,-100.4467,RASPISHAKE
RD0A1,Raspberry Shake Citizen Science Station,6.9103,100.5473,RASPISHAKE
RD0B6,Raspberry Shake Citizen Science Station,51.263,-0.4155,RASPISHAKE
RD0BD,Raspberry Shake Citizen Science Station,24.1206,120.6785,RASPISHAKE
RD0D2,Raspberry Shake Citizen Science Station,51.8497,-2.2366,RASPISHAKE
RD103,Raspberry Shake Citizen Science Station,35.8597,-86.3688,RASPISHAKE
RD11B,Raspberry Shake Citizen Science Station,8.5475,-78.0148,RASPISHAKE
RD120,Raspberry Shake Citizen Science Station,51.3793,-0.3918,RASPISHAKE
RD12B,Raspberry Shake Citizen Science Station,44.1809,25.3014,RASPISHAKE
RD14A,Raspberry Shake Citizen Science Station,46.5265,6.5791,RASPISHAKE
RD17E,Raspberry Shake Citizen Science Station,18.0825,-67.0393,RASPISHAKE
RD184,Raspberry Shake Citizen Science Station,27.68,83.4595,RASPISHAKE
RD1A1,Raspberry Shake Citizen Science Station,20.9159,-99.5663,RASPISHAKE
RD1CA,Raspberry Shake Citizen Science Station,44.4251,26.1363,RASPISHAKE
RD1F4,Raspberry Shake Citizen Science Station,42.105,-87.7472,RASPISHAKE
RD205,Raspberry Shake Citizen Science Station,52.6232,-1.1367,RASPISHAKE
RD232,Raspberry Shake Citizen Science Station,50.4237,-5.053,RASPISHAKE
RD23D,Raspberry Shake Citizen Science Station,32.9948,-117.0856,RASPISHAKE
RD25C,Raspberry Shake Citizen Science Station,19.3788,-99.1367,RASPISHAKE
RD269,Raspberry Shake Citizen Science Station,19.7823,-72.2284,RASPISHAKE
RD272,Raspberry Shake Citizen Science Station,-9.243,-38.0157,RASPISHAKE
RD29A,Raspberry Shake Citizen Science Station,33.9532,-117.6964,RASPISHAKE
RD2A1,Raspberry Shake Citizen Science Station,36.7885,-98.393,RASPISHAKE
RD2D3,Raspberry Shake Citizen Science Station,13.5,144.7926,RASPISHAKE
RD2E2,Raspberry Shake Citizen Science Station,8.7436,-82.8199,RASPISHAKE
RD2EA,Raspberry Shake Citizen Science Station,46.9106,-112.663,RASPISHAKE
RD2F0,Raspberry Shake Citizen Science Station,33.1464,-96.7782,RASPISHAKE
RD31E,Raspberry Shake Citizen Science Station,7.982,-82.033,RASPISHAKE
RD33A,Raspberry Shake Citizen Science Station,43.3107,-0.3661,RASPISHAKE
RD349,Raspberry Shake Citizen Science Station,39.7435,-105.2236,RASPISHAKE
RD351,Raspberry Shake Citizen Science Station,34.7764,-96.6673,RASPISHAKE
RD372,Raspberry Shake Citizen Science Station,48.2023,16.3807,RASPISHAKE
RD38A,Raspberry Shake Citizen Science Station,8.7844,-82.6386,RASPISHAKE
RD399,Raspberry Shake Citizen Science Station,23.0925,-109.704,RASPISHAKE
RD3AF,Raspberry Shake Citizen Science Station,40.6986,1.6478,RASPISHAKE
RD3B2,Raspberry Shake Citizen Science Station,45.4547,-122.8233,RASPISHAKE
RD3EF,Raspberry Shake Citizen Science Station,23.0724,-109.7004,RASPISHAKE
RD41A,Raspberry Shake Citizen Science Station,39.5075,-84.7313,RASPISHAKE
RD41F,Raspberry Shake Citizen Science Station,34.1583,-118.1355,RASPISHAKE
RD44E,Raspberry Shake Citizen Science Station,48.707,1.9795,RASPISHAKE
RD469,Raspberry Shake Citizen Science Station,48.2489,16.3559,RASPISHAKE
RD48B,Raspberry Shake Citizen Science Station,44.3467,26.0316,RASPISHAKE
RD498,Raspberry Shake Citizen Science Station,40.9809,-74.0095,RASPISHAKE
RD4A6,Raspberry Shake Citizen Science Station,55.875,12.3259,RASPISHAKE
RD4B6,Raspberry Shake Citizen Science Station,38.8094,-94.7813,RASPISHAKE
RD4CB,Raspberry Shake Citizen Science Station,5.9876,116.5701,RASPISHAKE
RD4D6,Raspberry Shake Citizen Science Station,35.599,-97.6418,RASPISHAKE
RD4D8,Raspberry Shake Citizen Science Station,18.2064,-71.1071,RASPISHAKE
RD501,Raspberry Shake Citizen Science Station,37.3516,-105.1241,RASPISHAKE
RD51C,Raspberry Shake Citizen Science Station,43.6204,6.9802,RASPISHAKE
RD51F,Raspberry Shake Citizen Science Station,-37.065,144.2232,RASPISHAKE
RD540,Raspberry Shake Citizen Science Station,43.305,-0.3524,RASPISHAKE
RD569,Raspberry Shake Citizen Science Station,44.3506,26.038,RASPISHAKE
RD56B,Raspberry Shake Citizen Science Station,39.7563,-84.1988,RASPISHAKE
RD56D,Raspberry Shake Citizen Science Station,-7.7668,110.3757,RASPISHAKE
RD56E,Raspberry Shake Citizen Science Station,-36.7767,-73.0504,RASPISHAKE
RD574,Raspberry Shake Citizen Science Station,-6.8765,107.5885,RASPISHAKE
RD59C,Raspberry Shake Citizen Science Station,41.8647,12.492,RASPISHAKE
RD5D8,Raspberry Shake Citizen Science Station,14.6456,121.0633,RASPISHAKE
RD5DB,Raspberry Shake Citizen Science Station,51.2112,-0.3298,RASPISHAKE
RD5F2,Raspberry Shake Citizen Science Station,52.6771,-0.7241,RASPISHAKE
RD5F3,Raspberry Shake Citizen Science Station,34.7709,-112.5326,RASPISHAKE
RD617,Raspberry Shake Citizen Science Station,-6.8248,107.635,RASPISHAKE
RD622,Raspberry Shake Citizen Science Station,7.33,-80.85,RASPISHAKE
RD642,Raspberry Shake Citizen Science Station,48.1829,11.576,RASPISHAKE
RD644,Raspberry Shake Citizen Science Station,19.3999,-99.1283,RASPISHAKE
RD660,Raspberry Shake Citizen Science Station,18.4687,-67.1218,RASPISHAKE
RD666,Raspberry Shake Citizen Science Station,45.7044,13.7192,RASPISHAKE
RD66A,Raspberry Shake Citizen Science Station,18.2845,-66.3338,RASPISHAKE
RD678,Raspberry Shake Citizen Science Station,23.3494,120.5219,RASPISHAKE
RD681,Raspberry Shake Citizen Science Station,-41.2901,174.7685,RASPISHAKE
RD699,Raspberry Shake Citizen Science Station,48.6032,7.7418,RASPISHAKE
RD69C,Raspberry Shake Citizen Science Station,40.3237,-74.6571,RASPISHAKE
